epoch,lr,train_loss,train_acc,val_n_patients,val_auc,val_accuracy,val_balanced_accuracy,val_macro_f1,val_per_class_auc_0,val_per_class_auc_1,val_per_class_auc_2,val_per_class_recall_0,val_per_class_recall_1,val_per_class_recall_2,val_class_counts_0,val_class_counts_1,val_class_counts_2,val_val_loss,val_val_acc_slice,val_confusion_0,val_confusion_1,val_confusion_2,seconds
62,3.3063103987735474e-05,0.3266282374443574,0.9986810650399802,268,0.671514394886589,0.5559701492537313,0.5047581073896863,0.5035666659098306,0.6721,0.7164,0.6261,0.6818,0.5658,0.2667,132,76,60,1.4311037063598633,0.5065666041275797,"[90, 25, 17]","[26, 43, 7]","[29, 15, 16]",49.28200149536133
63,3.159377236576616e-05,0.3286863161463915,0.9976094303849642,268,0.637363551266415,0.5335820895522388,0.4658958001063265,0.4707147379901912,0.6506,0.6524,0.6091,0.7424,0.3553,0.3,132,76,60,1.4720735549926758,0.49437148217636023,"[98, 10, 24]","[35, 27, 14]","[34, 8, 18]",49.21199893951416
64,3.0142605468261005e-05,0.32651126890816917,0.9990107987799851,268,0.6207583883909348,0.5223880597014925,0.4501329080276449,0.44793808996466805,0.6405,0.6528,0.5689,0.7197,0.4474,0.1833,132,76,60,1.4435398578643799,0.5004690431519699,"[95, 24, 13]","[38, 34, 4]","[36, 13, 11]",49.59995675086975
65,2.8711035421746404e-05,0.3262861869899431,0.9987634984749815,268,0.6471033830505579,0.5410447761194029,0.44925571504518863,0.44526515151515156,0.6469,0.6698,0.6246,0.803,0.3947,0.15,132,76,60,1.3786054849624634,0.5075046904315197,"[106, 14, 12]","[39, 30, 7]","[43, 8, 9]",49.063851833343506
66,2.73004750130227e-05,0.3267554296585195,0.9988459319099827,268,0.6493729999897764,0.5597014925373134,0.4702817650186071,0.4725813759605626,0.6506,0.6873,0.6103,0.8258,0.3684,0.2167,132,76,60,1.3600646257400513,0.5093808630393997,"[109, 10, 13]","[39, 28, 9]","[40, 7, 13]",49.5587637424469
67,2.5912316294914263e-05,0.3261605041770567,0.998598631604979,268,0.685150303718899,0.5522388059701493,0.48266879319510897,0.48156015443800126,0.6821,0.7176,0.6558,0.7348,0.5132,0.2,132,76,60,1.3552933931350708,0.5206378986866792,"[97, 20, 15]","[32, 39, 5]","[36, 12, 12]",49.36407256126404
68,2.4547929212481466e-05,0.3256903357423646,0.998928365344984,268,0.663957554904246,0.5410447761194029,0.46578947368421053,0.4645296638845026,0.6803,0.6888,0.6228,0.75,0.4474,0.2,132,76,60,1.400331735610962,0.5046904315196998,"[99, 19, 14]","[35, 34, 7]","[34, 14, 12]",44.84266901016235
69,2.320866025105019e-05,0.3253377597297214,0.9991756656499876,268,0.6659836411868146,0.5447761194029851,0.4620414673046252,0.46496831310806375,0.6662,0.7094,0.6224,0.7879,0.3816,0.2167,132,76,60,1.3863413333892822,0.5098499061913696,"[104, 9, 19]","[40, 29, 7]","[37, 10, 13]",43.6356475353241
70,2.1895831107393498e-05,0.3252875872313185,0.9994229659549914,268,0.6607340823091598,0.5447761194029851,0.45316321105794793,0.4411537080809917,0.6575,0.6913,0.6333,0.7955,0.4474,0.1167,132,76,60,1.3833452463150024,0.5084427767354597,"[105, 20, 7]","[40, 34, 2]","[41, 12, 7]",49.2987265586853
71,2.061073738537638e-05,0.3256788642926696,0.9993405325199901,268,0.6758420490328385,0.5298507462686567,0.43955342902711325,0.4196821826023049,0.6771,0.7152,0.6353,0.7652,0.4868,0.0667,132,76,60,1.421776294708252,0.5131332082551595,"[101, 20, 11]","[35, 37, 4]","[44, 12, 4]",49.084927558898926
72,1.9354647317351198e-05,0.32487044909477786,0.9997526996949962,268,0.6747459487107319,0.5335820895522388,0.4558479532163742,0.4537200238330579,0.6737,0.7122,0.6384,0.75,0.4342,0.1833,132,76,60,1.3895817995071411,0.5145403377110694,"[99, 22, 11]","[36, 33, 7]","[38, 11, 11]",49.145883560180664
73,1.812880051256554e-05,0.3244770789969912,0.999670266259995,268,0.6680799345563276,0.5223880597014925,0.4338118022328548,0.414108738412144,0.6897,0.7097,0.6048,0.7576,0.4605,0.0833,132,76,60,1.4149582386016846,0.5103189493433395,"[100, 24, 8]","[36, 35, 5]","[38, 17, 5]",49.59973764419556
74,1.693440673381744e-05,0.3246017152916598,0.999670266259995,268,0.6635591972956524,0.5298507462686567,0.46124401913875596,0.4606275103898214,0.6697,0.7138,0.6071,0.7197,0.4474,0.2167,132,76,60,1.4359304904937744,0.5014071294559099,"[95, 22, 15]","[34, 34, 8]","[32, 15, 13]",49.06229066848755
75,1.577264470356559e-05,0.32472138062479394,0.999670266259995,268,0.6592032118638156,0.5261194029850746,0.44218500797448174,0.44242424242424244,0.6575,0.6872,0.6329,0.7652,0.3947,0.1667,132,76,60,1.390802264213562,0.5075046904315197,"[101, 17, 14]","[42, 30, 4]","[45, 5, 10]",49.64526700973511
76,1.464466094067265e-05,0.32439406192683,0.9995878328249939,268,0.6644300587291107,0.5149253731343284,0.42971823498139283,0.4272295221060356,0.6479,0.7147,0.6307,0.7576,0.3816,0.15,132,76,60,1.4159256219863892,0.49906191369606,"[100, 14, 18]","[42, 29, 5]","[42, 9, 9]",49.268683671951294
77,1.3551568628929456e-05,0.32391224091428983,0.9998351331299975,268,0.6664825781481161,0.5261194029850746,0.44914938862307285,0.43943383976107,0.6575,0.704,0.6379,0.7273,0.4868,0.1333,132,76,60,1.4358209371566772,0.4981238273921201,"[96, 23, 13]","[35, 37, 4]","[37, 15, 8]",39.873931884765625
78,1.249444651847704e-05,0.32369007717186343,0.9999175665649987,268,0.6521645891518183,0.5522388059701493,0.4812865497076024,0.48470513356861145,0.6485,0.6897,0.6183,0.75,0.4605,0.2333,132,76,60,1.4520424604415894,0.49530956848030017,"[99, 20, 13]","[37, 35, 4]","[35, 11, 14]",27.668887615203857
79,1.1474337861210562e-05,0.32466134670472346,0.9995878328249939,268,0.6643014675812663,0.5186567164179104,0.4566985645933015,0.45908712392173695,0.6542,0.7015,0.6372,0.6894,0.4474,0.2333,132,76,60,1.4716041088104248,0.4915572232645403,"[91, 21, 20]","[35, 34, 7]","[35, 11, 14]",28.074880361557007
80,1.0492249381215497e-05,0.3238255610303664,0.9999175665649987,268,0.6532864103345913,0.5447761194029851,0.4615629984051037,0.4603714010053783,0.6531,0.6885,0.6183,0.7803,0.4211,0.1833,132,76,60,1.4116196632385254,0.5060975609756098,"[103, 19, 10]","[39, 32, 5]","[39, 10, 11]",28.202589511871338
81,9.549150281252648e-06,0.32426157674552797,0.9997526996949962,268,0.642584729995237,0.5074626865671642,0.40627325890483784,0.393791964684375,0.633,0.6837,0.6111,0.803,0.3158,0.1,132,76,60,1.4172182083129883,0.4924953095684803,"[106, 12, 14]","[44, 24, 8]","[45, 9, 6]",27.96861171722412
82,8.645971286271927e-06,0.3237514594904068,0.9998351331299975,268,0.6543282311084168,0.5223880597014925,0.44641148325358854,0.4444355215111331,0.6597,0.6946,0.6087,0.7348,0.4211,0.1833,132,76,60,1.4559955596923828,0.4906191369606004,"[97, 22, 13]","[38, 32, 6]","[37, 12, 11]",27.096858501434326
83,7.78360372489927e-06,0.3241502835581362,0.9995053993899926,268,0.6568693359981093,0.5559701492537313,0.4591440723019671,0.46107125392006854,0.6427,0.6988,0.6291,0.8485,0.3289,0.2,132,76,60,1.398411750793457,0.50187617260788,"[112, 7, 13]","[43, 25, 8]","[45, 3, 12]",27.14673614501953
84,6.962898649802823e-06,0.3240547283947119,0.9999175665649987,268,0.6619143852793233,0.5223880597014925,0.43965975544922914,0.4406226086807827,0.6459,0.7146,0.6252,0.7576,0.3947,0.1667,132,76,60,1.4098612070083618,0.49671669793621015,"[100, 14, 18]","[40, 30, 6]","[44, 6, 10]",27.71306610107422
